name,url,url status,api_endpoint,api status
GRPA AUTH TEST,https://capmanagementllc.partner.socrata.com/d/vbxc-nu44,,https://capmanagementllc.partner.socrata.com/resource/vbxc-nu44.json,
Test Dataset 1,https://capmanagementllc.partner.socrata.com/d/bu7f-5f5m,,https://capmanagementllc.partner.socrata.com/resource/bu7f-5f5m.json,
snfdlikadfhbgaiufgbl;r,https://capmanagementllc.partner.socrata.com/d/383d-aju5,,https://capmanagementllc.partner.socrata.com/resource/383d-aju5.json,
View based on DOT-FRA - Detailed Olrik Dataset,https://capmanagementllc.partner.socrata.com/d/x7ua-gw5q,,https://capmanagementllc.partner.socrata.com/resource/x7ua-gw5q.json,
CMS Accountable Care Organization Skilled Nursing Facility Affiliates,https://capmanagementllc.partner.socrata.com/d/fza2-hp8x,,https://capmanagementllc.partner.socrata.com/resource/fza2-hp8x.json,
County Vet Pop Washington DC,https://capmanagementllc.partner.socrata.com/d/jbgc-7vcm,,https://capmanagementllc.partner.socrata.com/resource/jbgc-7vcm.json,
County Vet Pop_Wyoming,https://capmanagementllc.partner.socrata.com/d/bp5d-hp4s,,https://capmanagementllc.partner.socrata.com/resource/bp5d-hp4s.json,
County Vet Pop_Hawaii,https://capmanagementllc.partner.socrata.com/d/539w-bsf3,,https://capmanagementllc.partner.socrata.com/resource/539w-bsf3.json,
County Vet Pop_Delaware,https://capmanagementllc.partner.socrata.com/d/26nm-qhxt,,https://capmanagementllc.partner.socrata.com/resource/26nm-qhxt.json,
County Vet Pop_North Dakota,https://capmanagementllc.partner.socrata.com/d/pdnh-sc3x,,https://capmanagementllc.partner.socrata.com/resource/pdnh-sc3x.json,
County Vet Pop_Maine,https://capmanagementllc.partner.socrata.com/d/9uyg-d4gp,,https://capmanagementllc.partner.socrata.com/resource/9uyg-d4gp.json,
CMS Accountable Care Organization Participants,https://capmanagementllc.partner.socrata.com/d/rq9v-8q7t,,https://capmanagementllc.partner.socrata.com/resource/rq9v-8q7t.json,
CMS Accountable Care Organization Participants,https://capmanagementllc.partner.socrata.com/d/qc6e-h5j7,,https://capmanagementllc.partner.socrata.com/resource/qc6e-h5j7.json,
NCVAS County Vet Pop (Texas),https://capmanagementllc.partner.socrata.com/d/593r-dq9p,,https://capmanagementllc.partner.socrata.com/resource/593r-dq9p.json,
NCVAS County Vet Pop (Wisconsin),https://capmanagementllc.partner.socrata.com/d/ycdd-3vut,,https://capmanagementllc.partner.socrata.com/resource/ycdd-3vut.json,
Testing Form 57_Franklin To Suffolk,https://capmanagementllc.partner.socrata.com/d/fj6k-mpqy,,https://capmanagementllc.partner.socrata.com/resource/fj6k-mpqy.json,
tester,https://capmanagementllc.partner.socrata.com/stories/s/xh2b-u37b/preview,,,
ergerger,https://capmanagementllc.partner.socrata.com/d/75d4-58rp/revisions/0,,,
Test Test 1,https://capmanagementllc.partner.socrata.com/d/4k24-jf8q,,https://capmanagementllc.partner.socrata.com/resource/4k24-jf8q.json,
DOT Sprint 01 (Highway-Rail Grade Crossing Accident Data),https://capmanagementllc.partner.socrata.com/d/qfix-hvz2/revisions/4,,,
GRPA TEST,https://capmanagementllc.partner.socrata.com/d/hbay-dy4x/revisions/1,,,
View based on Alabama Population by County,https://capmanagementllc.partner.socrata.com/d/5y2p-gryd,,https://capmanagementllc.partner.socrata.com/resource/5y2p-gryd.json,
View based on Local Law 44,https://capmanagementllc.partner.socrata.com/d/i2i6-ei3r,,https://capmanagementllc.partner.socrata.com/resource/i2i6-ei3r.json,
Cleaned up Data Set for Sprint 1,https://capmanagementllc.partner.socrata.com/d/uqgm-7qbb/revisions/0,,,
View based on DOT FRA - County Info,https://capmanagementllc.partner.socrata.com/d/ixuj-636b,,https://capmanagementllc.partner.socrata.com/resource/ixuj-636b.json,
View based on DOT FRA - County Info,https://capmanagementllc.partner.socrata.com/d/wygw-zbpx,,https://capmanagementllc.partner.socrata.com/resource/wygw-zbpx.json,
Test Dataset 1,https://capmanagementllc.partner.socrata.com/d/bu7f-5f5m/revisions/6,,,
HIGHWAY-RAIL INCIDENTS (By Type Vehicle),https://capmanagementllc.partner.socrata.com/d/v7f7-awrt,,https://capmanagementllc.partner.socrata.com/resource/v7f7-awrt.json,
Logs Test,https://capmanagementllc.partner.socrata.com/d/4hfm-xsnr/revisions/262,,,
Logs Test,https://capmanagementllc.partner.socrata.com/d/4hfm-xsnr/revisions/270,,,
Logs Test,https://capmanagementllc.partner.socrata.com/d/4hfm-xsnr/revisions/249,,,
Logs Test,https://capmanagementllc.partner.socrata.com/d/4hfm-xsnr/revisions/248,,,
Validator Logs,https://capmanagementllc.partner.socrata.com/d/ir2s-fux5/revisions/4,,,
Logs Test,https://capmanagementllc.partner.socrata.com/d/4hfm-xsnr/revisions/250,,,
delete meee,https://capmanagementllc.partner.socrata.com/d/dm6r-rsdn,,https://capmanagementllc.partner.socrata.com/resource/dm6r-rsdn.json,
with limiter,https://capmanagementllc.partner.socrata.com/d/iuvc-83yt,,https://capmanagementllc.partner.socrata.com/resource/iuvc-83yt.json,
Program Analytics: Possible Duplicate Tags,https://capmanagementllc.partner.socrata.com/d/wn33-jirg,,https://capmanagementllc.partner.socrata.com/resource/wn33-jirg.json,
VA Facilities.Florida.VA_Residential_Care_(Stand_Alone),https://capmanagementllc.partner.socrata.com/d/k7sz-8jex,,https://capmanagementllc.partner.socrata.com/resource/k7sz-8jex.json,
County Vet Pop_Arizona,https://capmanagementllc.partner.socrata.com/d/6jym-g966,,https://capmanagementllc.partner.socrata.com/resource/6jym-g966.json,
View based on NCVAS State Summaries - TX Facilities (Vet Center),https://capmanagementllc.partner.socrata.com/d/7vp9-yyy7,,https://capmanagementllc.partner.socrata.com/resource/7vp9-yyy7.json,
View based on WI - VA Facilities,https://capmanagementllc.partner.socrata.com/d/56ht-rrvq,,https://capmanagementllc.partner.socrata.com/resource/56ht-rrvq.json,
OCIO 6.3.2,https://capmanagementllc.partner.socrata.com/d/rd6g-eggd,,,
Table 6.3.2,https://capmanagementllc.partner.socrata.com/d/ybrw-gfkk,,https://capmanagementllc.partner.socrata.com/resource/ybrw-gfkk.json,
2020 ACS,https://capmanagementllc.partner.socrata.com/d/m3kv-6cv8,,https://capmanagementllc.partner.socrata.com/resource/m3kv-6cv8.json,
Iowa,https://capmanagementllc.partner.socrata.com/stories/s/hidq-etie,,,
Connecticut,https://capmanagementllc.partner.socrata.com/stories/s/q7k6-bnmt,,,
Alabama VA location - NCVAS State Summaries,https://capmanagementllc.partner.socrata.com/d/mnrx-gdbv,,https://capmanagementllc.partner.socrata.com/resource/mnrx-gdbv.json,
VA Regional Office_ID,https://capmanagementllc.partner.socrata.com/d/haga-qb3y,,https://capmanagementllc.partner.socrata.com/resource/haga-qb3y.json,
VA Facilities.Hawaii,https://capmanagementllc.partner.socrata.com/d/y8uy-zzwn,,https://capmanagementllc.partner.socrata.com/resource/y8uy-zzwn.json,
NCVAS State Summaries - Vet Center_GA,https://capmanagementllc.partner.socrata.com/d/q73w-inua,,https://capmanagementllc.partner.socrata.com/resource/q73w-inua.json,
VA Facilities.Missouri.Regional Office,https://capmanagementllc.partner.socrata.com/d/diw8-39ha,,https://capmanagementllc.partner.socrata.com/resource/diw8-39ha.json,
VA Facilities.Missouri,https://capmanagementllc.partner.socrata.com/d/e9xu-jreu,,https://capmanagementllc.partner.socrata.com/resource/e9xu-jreu.json,
VA Facilities.Minnesota.VA Clinic,https://capmanagementllc.partner.socrata.com/d/aiqf-xkmc,,https://capmanagementllc.partner.socrata.com/resource/aiqf-xkmc.json,
VA Facilities.Washington DC,https://capmanagementllc.partner.socrata.com/d/edxq-qwfi,,https://capmanagementllc.partner.socrata.com/resource/edxq-qwfi.json,
Facilities.Vermont.Cemetery,https://capmanagementllc.partner.socrata.com/d/4gz3-k7id,,https://capmanagementllc.partner.socrata.com/resource/4gz3-k7id.json,
Facilities.Arkansas.Cemetery,https://capmanagementllc.partner.socrata.com/d/p5rj-ra4h,,https://capmanagementllc.partner.socrata.com/resource/p5rj-ra4h.json,
Facilities.South Carolina.Inpatient Care Sites,https://capmanagementllc.partner.socrata.com/d/pxhw-8xrk,,https://capmanagementllc.partner.socrata.com/resource/pxhw-8xrk.json,
Facilities.South Carolina.Regional Office,https://capmanagementllc.partner.socrata.com/d/k2c5-aemt,,https://capmanagementllc.partner.socrata.com/resource/k2c5-aemt.json,
VA Facilities.Oregon.VA Clinic,https://capmanagementllc.partner.socrata.com/d/c4g5-szx7,,https://capmanagementllc.partner.socrata.com/resource/c4g5-szx7.json,
VA Facilities.Oklahoma.Cemetery,https://capmanagementllc.partner.socrata.com/d/kkke-6b2n,,https://capmanagementllc.partner.socrata.com/resource/kkke-6b2n.json,
VA Facilities.New Mexico,https://capmanagementllc.partner.socrata.com/d/3cww-fhfs,,https://capmanagementllc.partner.socrata.com/resource/3cww-fhfs.json,
VA Facilities.Hawaii.Inpatient_Care_Sites,https://capmanagementllc.partner.socrata.com/d/2epx-u6vk,,https://capmanagementllc.partner.socrata.com/resource/2epx-u6vk.json,
NY- VA Facilities.VA Clinic,https://capmanagementllc.partner.socrata.com/d/ad4a-pxb2,,https://capmanagementllc.partner.socrata.com/resource/ad4a-pxb2.json,
VA Facilities.Iowa.Regional_Office,https://capmanagementllc.partner.socrata.com/d/2qcw-q6dv,,https://capmanagementllc.partner.socrata.com/resource/2qcw-q6dv.json,
VA Facilities.New Hampshire.VA Clinic,https://capmanagementllc.partner.socrata.com/d/an36-fgms,,https://capmanagementllc.partner.socrata.com/resource/an36-fgms.json,
VA Cemetery_ID,https://capmanagementllc.partner.socrata.com/d/64hk-j3cd,,https://capmanagementllc.partner.socrata.com/resource/64hk-j3cd.json,
VA Facilities.Nebraska.Vet Center,https://capmanagementllc.partner.socrata.com/d/rviq-tb87,,https://capmanagementllc.partner.socrata.com/resource/rviq-tb87.json,
Facilities.Oklahoma.Vet Center,https://capmanagementllc.partner.socrata.com/d/2zqm-ushq,,https://capmanagementllc.partner.socrata.com/resource/2zqm-ushq.json,
accordion sample,https://capmanagementllc.partner.socrata.com/stories/s/k5q3-htxx,,,
VA Facilities.Massachusetts.Cemetery,https://capmanagementllc.partner.socrata.com/d/phmx-ft7v,,https://capmanagementllc.partner.socrata.com/resource/phmx-ft7v.json,
VA Facilities.Minnesota,https://capmanagementllc.partner.socrata.com/d/9934-cuue,,https://capmanagementllc.partner.socrata.com/resource/9934-cuue.json,
Facilities.Virginia.Cemetery,https://capmanagementllc.partner.socrata.com/d/rmtv-dxq2,,https://capmanagementllc.partner.socrata.com/resource/rmtv-dxq2.json,
Facilities.Pennsylvania.VA Medical Center,https://capmanagementllc.partner.socrata.com/d/6zzm-cgxe,,https://capmanagementllc.partner.socrata.com/resource/6zzm-cgxe.json,
VA Facilities.Maryland.Inpatient Care Sites,https://capmanagementllc.partner.socrata.com/d/3xpu-hy5b,,https://capmanagementllc.partner.socrata.com/resource/3xpu-hy5b.json,
HIGHWAY RAIL INCIDENTS by TYPE VEHICLE,https://capmanagementllc.partner.socrata.com/d/fiz9-8dpe,,https://capmanagementllc.partner.socrata.com/resource/fiz9-8dpe.json,
Form 57 _Updated Team 2,https://capmanagementllc.partner.socrata.com/d/tkge-ynxb/revisions/0,,,
Form 57 (Updated 10.2.22) - Team 2,https://capmanagementllc.partner.socrata.com/d/kkuu-ea8b,,https://capmanagementllc.partner.socrata.com/resource/kkuu-ea8b.json,
NY 2019 PopDensity w/ Poly,https://capmanagementllc.partner.socrata.com/d/h799-etqr,,https://capmanagementllc.partner.socrata.com/resource/h799-etqr.json,
NCVAS State Summaries - Veteran Population Density by County (2018),https://capmanagementllc.partner.socrata.com/d/edih-5adr,,https://capmanagementllc.partner.socrata.com/resource/edih-5adr.json,
SOQL 19,https://capmanagementllc.partner.socrata.com/d/ibwv-c3sc,,https://capmanagementllc.partner.socrata.com/resource/ibwv-c3sc.json,
CMS Accountable Care Organization Skilled Nursing Facility Affiliates,https://capmanagementllc.partner.socrata.com/d/m4wb-hqz3/revisions/0,,,
CMS Accountable Care Organization Participants,https://capmanagementllc.partner.socrata.com/d/qc6e-h5j7/revisions/1,,,
Goal 1.1.6,https://capmanagementllc.partner.socrata.com/d/2zh7-ucmz,,https://capmanagementllc.partner.socrata.com/resource/2zh7-ucmz.json,
Example Dataset,https://capmanagementllc.partner.socrata.com/d/4jjf-ezve,,https://capmanagementllc.partner.socrata.com/resource/4jjf-ezve.json,
embed test delete,https://capmanagementllc.partner.socrata.com/stories/s/efvy-tn67/preview,,,
delete,https://capmanagementllc.partner.socrata.com/stories/s/mf8z-q8nx,,,
Team Uno,https://capmanagementllc.partner.socrata.com/stories/s/2pi9-5bhk,,,
5.15 Consolidated Hwy Rail Accident Incident,https://capmanagementllc.partner.socrata.com/d/4eub-7q4j/revisions/2,,https://capmanagementllc.partner.socrata.com/resource/4eub-7q4j:2.json,
highwayuserstest,https://capmanagementllc.partner.socrata.com/d/g2kd-6sax,,https://capmanagementllc.partner.socrata.com/resource/g2kd-6sax.json,
Indiana,https://capmanagementllc.partner.socrata.com/stories/s/vypw-amyg,,,
JH TEST Ocio 6.3.2 Objective,https://capmanagementllc.partner.socrata.com/stories/s/fdnc-tgua,,,
2 people,https://capmanagementllc.partner.socrata.com/stories/s/9zy5-tm8y,,,
Alabama VA Map Samples,https://capmanagementllc.partner.socrata.com/stories/s/gzwk-hfm5,,,
Dataset Update Example,https://capmanagementllc.partner.socrata.com/d/8ygm-rwhg,,https://capmanagementllc.partner.socrata.com/resource/8ygm-rwhg.json,
Form 57 Combination with Polygon and County Names,https://capmanagementllc.partner.socrata.com/d/d8xm-zzbm,,https://capmanagementllc.partner.socrata.com/resource/d8xm-zzbm.json,
5.08 Frequency of Crossing Collisions by Most Incidents,https://capmanagementllc.partner.socrata.com/d/2fpg-bmiw/revisions/6,,https://capmanagementllc.partner.socrata.com/resource/2fpg-bmiw:6.json,
Master Logs,https://capmanagementllc.partner.socrata.com/d/pxwm-2mnz,,https://capmanagementllc.partner.socrata.com/resource/pxwm-2mnz.json,
5.14 Highway User Private Other,https://capmanagementllc.partner.socrata.com/d/fga7-vxmq,,https://capmanagementllc.partner.socrata.com/resource/fga7-vxmq.json,
NARN TESTTTTTER,https://capmanagementllc.partner.socrata.com/d/rg9k-zz8h,,https://capmanagementllc.partner.socrata.com/resource/rg9k-zz8h.json,
Fips Geo Data,https://capmanagementllc.partner.socrata.com/d/np8b-p4sp,,https://capmanagementllc.partner.socrata.com/resource/np8b-p4sp.json,
Map Test GeoJson,https://capmanagementllc.partner.socrata.com/d/a3wq-d6jg,,https://capmanagementllc.partner.socrata.com/resource/a3wq-d6jg.json,
ASC 2020 with Geometry,https://capmanagementllc.partner.socrata.com/d/2yqv-fd75/revisions/11,,,
7GB Test Upload,https://capmanagementllc.partner.socrata.com/d/jkcf-im36,,https://capmanagementllc.partner.socrata.com/resource/jkcf-im36.json,
Local Law Story,https://capmanagementllc.partner.socrata.com/stories/s/qvvs-eh22,,,
Copy of New York (H)_Embed Legend,https://capmanagementllc.partner.socrata.com/stories/s/qrkv-fhfc,,,
NCVAS SS Prototype,https://capmanagementllc.partner.socrata.com/stories/s/f57v-pyhp,,,
Site Analytics: Referrers,https://capmanagementllc.partner.socrata.com/d/m77p-jgut,,https://capmanagementllc.partner.socrata.com/resource/m77p-jgut.json,
Reviewer Test,https://capmanagementllc.partner.socrata.com/stories/s/qpk3-jd76,,,
Example Auto w County Multi Polygon,https://capmanagementllc.partner.socrata.com/d/rk64-vimp,,https://capmanagementllc.partner.socrata.com/resource/rk64-vimp.json,
Texas Highway Users Data,https://capmanagementllc.partner.socrata.com/d/k2bk-naac,,https://capmanagementllc.partner.socrata.com/resource/k2bk-naac.json,
5.14 Private Crossing,https://capmanagementllc.partner.socrata.com/d/sn9u-egxh,,https://capmanagementllc.partner.socrata.com/resource/sn9u-egxh.json,
4.13 Trespass Fat. By RR Age 0to12,https://capmanagementllc.partner.socrata.com/d/brht-tcgd,,https://capmanagementllc.partner.socrata.com/resource/brht-tcgd.json,
4.13 Trespass Fat. By RR Age 30to39,https://capmanagementllc.partner.socrata.com/d/fh9x-ftir,,https://capmanagementllc.partner.socrata.com/resource/fh9x-ftir.json,
4.13 Event Location Teens Age,https://capmanagementllc.partner.socrata.com/d/su3w-m6dv,,https://capmanagementllc.partner.socrata.com/resource/su3w-m6dv.json,
4.13 Event Location Unknown Age,https://capmanagementllc.partner.socrata.com/d/huku-6y6i,,https://capmanagementllc.partner.socrata.com/resource/huku-6y6i.json,
4.13 Event Location Fatalities,https://capmanagementllc.partner.socrata.com/d/gdhz-q5nc,,https://capmanagementllc.partner.socrata.com/resource/gdhz-q5nc.json,
4.13 Event Location 40s Age,https://capmanagementllc.partner.socrata.com/d/nn5b-ygar,,https://capmanagementllc.partner.socrata.com/resource/nn5b-ygar.json,
4.13 Fatal Month Day Count,https://capmanagementllc.partner.socrata.com/d/9a9y-38kc,,https://capmanagementllc.partner.socrata.com/resource/9a9y-38kc.json,
4.13 By Injury Type Count,https://capmanagementllc.partner.socrata.com/d/k6dw-qhvt,,https://capmanagementllc.partner.socrata.com/resource/k6dw-qhvt.json,
5.08 Visual By Most Incidents,https://capmanagementllc.partner.socrata.com/d/b822-szch,,https://capmanagementllc.partner.socrata.com/resource/b822-szch.json,
4.13 Joined State Injured,https://capmanagementllc.partner.socrata.com/d/fvv2-c5tk,,https://capmanagementllc.partner.socrata.com/resource/fvv2-c5tk.json,
California Story,https://capmanagementllc.partner.socrata.com/stories/s/f2db-rtk4,,,
Sample Master Measures Dataset,https://capmanagementllc.partner.socrata.com/d/yh9i-4ky5,,https://capmanagementllc.partner.socrata.com/resource/yh9i-4ky5.json,
Outlook Calendar Embed Example,https://capmanagementllc.partner.socrata.com/stories/s/9hi7-xmm6,,,
Multipolygon State Dataset,https://capmanagementllc.partner.socrata.com/d/vvun-9qbi,,https://capmanagementllc.partner.socrata.com/resource/vvun-9qbi.json,
Validator Logs T,https://capmanagementllc.partner.socrata.com/d/dgva-mvdt/revisions/43,,,
Validator Logs T,https://capmanagementllc.partner.socrata.com/d/dgva-mvdt/revisions/9,,,
Validator Logs T,https://capmanagementllc.partner.socrata.com/d/dgva-mvdt/revisions/23,,,
Validator Logs T,https://capmanagementllc.partner.socrata.com/d/dgva-mvdt/revisions/53,,,
CDC Leading Health Indicators (#2),https://capmanagementllc.partner.socrata.com/d/426c-djch,,https://capmanagementllc.partner.socrata.com/resource/426c-djch.json,
County Tax,https://capmanagementllc.partner.socrata.com/d/vhy6-maqf,,https://capmanagementllc.partner.socrata.com/resource/vhy6-maqf.json,
VA Table Individual Column,https://capmanagementllc.partner.socrata.com/d/69ir-ekic,,https://capmanagementllc.partner.socrata.com/resource/69ir-ekic.json,
sample for MM,https://capmanagementllc.partner.socrata.com/stories/s/kgwj-h3f8/preview,,,
vetpop density by county,https://capmanagementllc.partner.socrata.com/d/nq7e-zrjn,,https://capmanagementllc.partner.socrata.com/resource/nq7e-zrjn.json,
2023_VA State Summaries_Demogrphics,https://capmanagementllc.partner.socrata.com/d/6jnx-eiyr,,https://capmanagementllc.partner.socrata.com/resource/6jnx-eiyr.json,
2023 NCVAS Age Over Time Graph,https://capmanagementllc.partner.socrata.com/d/9ydu-bfna,,https://capmanagementllc.partner.socrata.com/resource/9ydu-bfna.json,
2023_VA State Summaries_Veteran Populations,https://capmanagementllc.partner.socrata.com/d/hazn-qnk7,,https://capmanagementllc.partner.socrata.com/resource/hazn-qnk7.json,
data_tiles,https://capmanagementllc.partner.socrata.com/d/w5iz-b82z,,https://capmanagementllc.partner.socrata.com/resource/w5iz-b82z.json,
5.14 Visual Graph,https://capmanagementllc.partner.socrata.com/d/u5xz-yhps,,https://capmanagementllc.partner.socrata.com/resource/u5xz-yhps.json,
View based on Form 57 (Updated 10.2.22) - Team 2,https://capmanagementllc.partner.socrata.com/d/6btd-tr9k,,https://capmanagementllc.partner.socrata.com/resource/6btd-tr9k.json,
Multipolygon County Dataset,https://capmanagementllc.partner.socrata.com/d/9qup-mixn,,https://capmanagementllc.partner.socrata.com/resource/9qup-mixn.json,
Meta Data Schema Example,https://capmanagementllc.partner.socrata.com/d/q8g8-7347,,https://capmanagementllc.partner.socrata.com/resource/q8g8-7347.json,
Highway Users Incidents,https://capmanagementllc.partner.socrata.com/d/kqy8-dva3,,https://capmanagementllc.partner.socrata.com/resource/kqy8-dva3.json,
Texas Story,https://capmanagementllc.partner.socrata.com/stories/s/ssv5-2shp,,,
Creating Charts/Graphs,https://capmanagementllc.partner.socrata.com/stories/s/ipif-5hg6,,,
TEST - DRC,https://capmanagementllc.partner.socrata.com/d/hiqz-qdpg,,https://capmanagementllc.partner.socrata.com/resource/hiqz-qdpg.json,
test data catalog,https://capmanagementllc.partner.socrata.com/d/7t64-x2fi,,https://capmanagementllc.partner.socrata.com/resource/7t64-x2fi.json,
CMS Agency for Healthcare Research and Quality (AHRQ) Patient Safety Indicator 11 (PSI-11) Measure Rates,https://capmanagementllc.partner.socrata.com/d/bpza-63dn/revisions/2,,,
View based on NY- VA Facilities,https://capmanagementllc.partner.socrata.com/d/pfvu-jpk2,,https://capmanagementllc.partner.socrata.com/resource/pfvu-jpk2.json,
View based on NCVAS State Summaries - TX Facilities,https://capmanagementllc.partner.socrata.com/d/ih2v-v8ix,,https://capmanagementllc.partner.socrata.com/resource/ih2v-v8ix.json,
Form 57 w State Multi Polygon Data,https://capmanagementllc.partner.socrata.com/d/9sae-asuu,,https://capmanagementllc.partner.socrata.com/resource/9sae-asuu.json,
Rail Incidents,https://capmanagementllc.partner.socrata.com/d/sfu4-nsww,,https://capmanagementllc.partner.socrata.com/resource/sfu4-nsww.json,
CA Truck Trailer 19-22,https://capmanagementllc.partner.socrata.com/d/nb8f-ibny,,https://capmanagementllc.partner.socrata.com/resource/nb8f-ibny.json,
State Casualties,https://capmanagementllc.partner.socrata.com/d/q65p-7r5y,,https://capmanagementllc.partner.socrata.com/resource/q65p-7r5y.json,
Texas Van,https://capmanagementllc.partner.socrata.com/d/sa2h-bcvj,,https://capmanagementllc.partner.socrata.com/resource/sa2h-bcvj.json,
Combined States w/ State Code,https://capmanagementllc.partner.socrata.com/d/hv8j-cu72,,https://capmanagementllc.partner.socrata.com/resource/hv8j-cu72.json,
Local Law 1,https://capmanagementllc.partner.socrata.com/d/vpfn-p7zd/revisions/0,,,
View based on NCVAS State Summaries - VA Facilities,https://capmanagementllc.partner.socrata.com/d/atmi-5q9i,,https://capmanagementllc.partner.socrata.com/resource/atmi-5q9i.json,
HHS Meta Example,https://capmanagementllc.partner.socrata.com/d/ty3b-fybw,,https://capmanagementllc.partner.socrata.com/resource/ty3b-fybw.json,
Evidence Act Example,https://capmanagementllc.partner.socrata.com/stories/s/at5f-ja65/preview,,,
Wisconsin (V),https://capmanagementllc.partner.socrata.com/stories/s/4ppx-kwg4,,,
wrong again,https://capmanagementllc.partner.socrata.com/d/8ggm-9agf,,https://capmanagementllc.partner.socrata.com/resource/8ggm-9agf.json,
VA Facilities.Alaska.VA_Medical_Center,https://capmanagementllc.partner.socrata.com/d/nr4z-wxt2,,https://capmanagementllc.partner.socrata.com/resource/nr4z-wxt2.json,
VA Facilities.Alaska.Vet_Center,https://capmanagementllc.partner.socrata.com/d/ee69-yziz,,https://capmanagementllc.partner.socrata.com/resource/ee69-yziz.json,
WI - VA Facilities,https://capmanagementllc.partner.socrata.com/d/ndzs-mvfb,,https://capmanagementllc.partner.socrata.com/resource/ndzs-mvfb.json,
VA Facilities.Maryland.Cemetery,https://capmanagementllc.partner.socrata.com/d/6565-984f,,https://capmanagementllc.partner.socrata.com/resource/6565-984f.json,
VA Facilities.Vermont,https://capmanagementllc.partner.socrata.com/d/2t2p-42ep,,https://capmanagementllc.partner.socrata.com/resource/2t2p-42ep.json,
VA Facilities.Ohio.Cemetery,https://capmanagementllc.partner.socrata.com/d/a6fk-772s,,https://capmanagementllc.partner.socrata.com/resource/a6fk-772s.json,
VA Facilities.Indiana.VA_Residential_Care_(Stand_Alone),https://capmanagementllc.partner.socrata.com/d/hrmy-ei9u,,https://capmanagementllc.partner.socrata.com/resource/hrmy-ei9u.json,
WI - VA Facilities.Regional Office,https://capmanagementllc.partner.socrata.com/d/s7h6-rx7m,,https://capmanagementllc.partner.socrata.com/resource/s7h6-rx7m.json,
VA Facilities.New Mexico.Vet Center,https://capmanagementllc.partner.socrata.com/d/95qx-fas5,,https://capmanagementllc.partner.socrata.com/resource/95qx-fas5.json,
VA Facilities.Illinois.Regional_Office,https://capmanagementllc.partner.socrata.com/d/hzas-ge4x,,https://capmanagementllc.partner.socrata.com/resource/hzas-ge4x.json,
NCVAS State Summaries - VA Facilities_VA Clinic_CT,https://capmanagementllc.partner.socrata.com/d/b3m3-8h2v,,https://capmanagementllc.partner.socrata.com/resource/b3m3-8h2v.json,
NCVAS State Summaries - VA Inpatient Care Sites_GA,https://capmanagementllc.partner.socrata.com/d/mq8c-qqrk,,https://capmanagementllc.partner.socrata.com/resource/mq8c-qqrk.json,
VA Facilities.Colorado.VA_Extended_Care_(Stand_Alone),https://capmanagementllc.partner.socrata.com/d/pix5-uw57,,https://capmanagementllc.partner.socrata.com/resource/pix5-uw57.json,
VA Facilities.Delaware.VA_Clinic,https://capmanagementllc.partner.socrata.com/d/4pun-5bw3,,https://capmanagementllc.partner.socrata.com/resource/4pun-5bw3.json,
VA Facilities.Maine.VA Clinic,https://capmanagementllc.partner.socrata.com/d/jk7p-aq3e,,https://capmanagementllc.partner.socrata.com/resource/jk7p-aq3e.json,
VA Facilities.Tennessee,https://capmanagementllc.partner.socrata.com/d/ce28-hv44,,https://capmanagementllc.partner.socrata.com/resource/ce28-hv44.json,
VA Facilities_LA,https://capmanagementllc.partner.socrata.com/d/snan-ir8r,,https://capmanagementllc.partner.socrata.com/resource/snan-ir8r.json,
VA Facilities.Missouri.VA Clinic,https://capmanagementllc.partner.socrata.com/d/t2c3-mb6d,,https://capmanagementllc.partner.socrata.com/resource/t2c3-mb6d.json,
VA Facilities.North Carolina.Cemetery,https://capmanagementllc.partner.socrata.com/d/rbud-74m8,,https://capmanagementllc.partner.socrata.com/resource/rbud-74m8.json,
VA Facilities.Illinois.Cemetery,https://capmanagementllc.partner.socrata.com/d/8ykh-4395,,https://capmanagementllc.partner.socrata.com/resource/8ykh-4395.json,
NCVAS State Summaries - VA Cemetery_GA,https://capmanagementllc.partner.socrata.com/d/2ck9-bfba,,https://capmanagementllc.partner.socrata.com/resource/2ck9-bfba.json,
VA Facilities.Maine.Cemetery,https://capmanagementllc.partner.socrata.com/d/bswu-y6pm,,https://capmanagementllc.partner.socrata.com/resource/bswu-y6pm.json,
Facilities.Wyoming.Inpatient Care Sites,https://capmanagementllc.partner.socrata.com/d/ddp8-uv4h,,https://capmanagementllc.partner.socrata.com/resource/ddp8-uv4h.json,
VA Facilities.Nebraska.Cemetery,https://capmanagementllc.partner.socrata.com/d/etea-2d5f,,https://capmanagementllc.partner.socrata.com/resource/etea-2d5f.json,
VA Facilities.New Hampshire.Regional Office,https://capmanagementllc.partner.socrata.com/d/arv5-biu9,,https://capmanagementllc.partner.socrata.com/resource/arv5-biu9.json,
VA Facilities.Hawaii.VA Clinic,https://capmanagementllc.partner.socrata.com/d/a7yq-cv3d,,https://capmanagementllc.partner.socrata.com/resource/a7yq-cv3d.json,
VA Facilities (CA).Inpatient_Care_Sites,https://capmanagementllc.partner.socrata.com/d/945b-9aas,,https://capmanagementllc.partner.socrata.com/resource/945b-9aas.json,
VA Facilities.Massachusetts.Inpatient Care Sites,https://capmanagementllc.partner.socrata.com/d/d7wu-vqj2,,https://capmanagementllc.partner.socrata.com/resource/d7wu-vqj2.json,
